Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Config rounds,Client count,Client count label,Communication round,Round id,Mean accuracy,Std accuracy,Seed count,Result source
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,22,21,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,23,22,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,24,23,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,25,24,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,26,25,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,27,26,84.06862745098039,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,28,27,84.80392156862744,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,29,28,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,30,29,84.80392156862744,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,31,30,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,32,31,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,33,32,84.31372549019608,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,34,33,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,35,34,84.80392156862744,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,36,35,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,37,36,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,38,37,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,39,38,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,40,39,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,41,40,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,42,41,86.51960784313727,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,43,42,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,44,43,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,45,44,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,46,45,87.00980392156863,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,47,46,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,48,47,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,49,48,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,50,49,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,51,50,84.80392156862744,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,52,51,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,53,52,84.80392156862744,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,54,53,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,55,54,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,56,55,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,57,56,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,58,57,84.55882352941177,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,59,58,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,60,59,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,61,60,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,62,61,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,63,62,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,64,63,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,65,64,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,66,65,84.80392156862744,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,67,66,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,68,67,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,69,68,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,70,69,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,71,70,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,72,71,86.51960784313727,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,73,72,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,74,73,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,75,74,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,76,75,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,77,76,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,78,77,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,79,78,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,80,79,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,81,80,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,82,81,86.51960784313727,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,83,82,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,84,83,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,85,84,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,86,85,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,87,86,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,88,87,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,89,88,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,90,89,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,91,90,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,92,91,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,93,92,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,94,93,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,95,94,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,96,95,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,97,96,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,98,97,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,99,98,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,100,99,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,101,100,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,102,101,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,103,102,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,104,103,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,105,104,86.51960784313727,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,106,105,86.51960784313727,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,107,106,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,108,107,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,109,108,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,110,109,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,111,110,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,112,111,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,113,112,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,114,113,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,115,114,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,116,115,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,117,116,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,118,117,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,119,118,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,120,119,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,121,120,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,122,121,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,123,122,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,124,123,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,125,124,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,126,125,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,127,126,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,128,127,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,129,128,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,130,129,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,131,130,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,132,131,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,133,132,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,134,133,85.5392156862745,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,135,134,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,136,135,85.29411764705883,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,137,136,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,138,137,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,139,138,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,140,139,85.7843137254902,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,141,140,86.51960784313727,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,142,141,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,143,142,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,144,143,85.04901960784314,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,145,144,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,146,145,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,147,146,86.02941176470588,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,148,147,86.27450980392157,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,149,148,86.51960784313727,0.0,1,round_config.json
flora,Linear FLoRA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,150,149,86.51960784313727,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,1,0,75.49019607843137,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,2,1,79.65686274509804,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,3,2,80.3921568627451,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,4,3,81.61764705882352,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,5,4,82.59803921568627,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,6,5,82.84313725490196,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,7,6,82.59803921568627,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,8,7,82.84313725490196,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,9,8,82.84313725490196,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,10,9,83.82352941176471,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,11,10,83.82352941176471,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,12,11,83.82352941176471,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,13,12,84.80392156862744,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,14,13,85.5392156862745,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,15,14,86.27450980392157,0.0,1,round_config.json
ffa,Nonlinear FFA,mrpc_stratified,MRPC stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,3,3,16,15,85.5392156862745,0.0,1,round_config.json
